"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005216","MF","GO:0005216","monoatomic ion channel activity","74/1247","432/18369",1.10969739834924e-13,3.3623831169982e-11,2.80344605898755e-11,"GRIA2/KCNC2/CLIC6/KCNE4/GRIA1/GLRA3/KCNF1/TTYH1/KCNK15/KCNJ16/GLRB/CACNB2/TRPM6/SCN4B/KCNJ3/ANO9/KCNH8/KCNK5/CACNA1F/CHRNA9/CACHD1/GRIK1/GRIK3/TMC3/KCNQ3/CACNA2D3/SCNN1G/TRPA1/UNC80/RYR3/CLCA4/SCN2B/KCNIP2/FXYD1/OCA2/GPM6A/SCNN1D/KCNQ5/KCNC1/SCN5A/KCNK2/CACNA1G/KCND3/KCNE1/KCNK3/KCNIP1/CHRNB2/KCNB2/CACNA2D2/GRIN2C/TRPM8/GRIK4/ANO4/GABRA5/SCN7A/ANO2/KCNH1/HCN1/GRIN2A/TMEM150C/GABRR1/KCNH3/SLC26A9/KCNQ4/SLC17A8/SLC1A1/GABRB1/CALHM1/CACNG6/TRPM3/GABRG1/KCNA4/GABRA4/GABRA1",74
"GO:0022836","MF","GO:0022836","gated channel activity","57/1247","308/18369",3.17652203062425e-12,5.77491705167488e-10,4.81493865694623e-10,"GRIA2/KCNC2/CLIC6/KCNE4/GRIA1/GLRA3/KCNF1/KCNJ16/GLRB/CACNB2/SCN4B/KCNJ3/KCNH8/CACNA1F/CHRNA9/CACHD1/GRIK1/GRIK3/TMC3/KCNQ3/CACNA2D3/SCNN1G/TRPA1/RYR3/SCN2B/KCNIP2/SCNN1D/KCNQ5/KCNC1/SCN5A/KCNK2/CACNA1G/KCND3/KCNE1/KCNK3/KCNIP1/CHRNB2/KCNB2/CACNA2D2/GRIN2C/TRPM8/GRIK4/GABRA5/SCN7A/KCNH1/HCN1/GRIN2A/TMEM150C/GABRR1/KCNH3/GABRB1/CALHM1/CACNG6/GABRG1/KCNA4/GABRA4/GABRA1",57
"GO:0022839","MF","GO:0022839","monoatomic ion gated channel activity","57/1247","308/18369",3.17652203062425e-12,5.77491705167488e-10,4.81493865694623e-10,"GRIA2/KCNC2/CLIC6/KCNE4/GRIA1/GLRA3/KCNF1/KCNJ16/GLRB/CACNB2/SCN4B/KCNJ3/KCNH8/CACNA1F/CHRNA9/CACHD1/GRIK1/GRIK3/TMC3/KCNQ3/CACNA2D3/SCNN1G/TRPA1/RYR3/SCN2B/KCNIP2/SCNN1D/KCNQ5/KCNC1/SCN5A/KCNK2/CACNA1G/KCND3/KCNE1/KCNK3/KCNIP1/CHRNB2/KCNB2/CACNA2D2/GRIN2C/TRPM8/GRIK4/GABRA5/SCN7A/KCNH1/HCN1/GRIN2A/TMEM150C/GABRR1/KCNH3/GABRB1/CALHM1/CACNG6/GABRG1/KCNA4/GABRA4/GABRA1",57
"GO:0046873","MF","GO:0046873","metal ion transmembrane transporter activity","69/1247","435/18369",2.96738019796122e-11,4.49558099991125e-09,3.74826972374049e-09,"SLC39A6/KCNC2/KCNE4/SLC6A15/KCNF1/TTYH1/KCNK15/KCNJ16/CACNB2/TRPM6/SCN4B/KCNJ3/KCNH8/KCNK5/CACNA1F/CHRNA9/CACHD1/GRIK1/GRIK3/KCNQ3/CACNA2D3/SCNN1G/SLC1A2/TRPA1/ATP1A2/RYR3/SCN2B/KCNIP2/SLC4A10/SLC30A8/GPM6A/SCNN1D/KCNQ5/KCNC1/SCN5A/KCNK2/CACNA1G/KCND3/KCNE1/SLC6A4/KCNK3/KCNIP1/KCNB2/CACNA2D2/GRIN2C/TRPM8/GRIK4/SCN7A/SLC13A5/ATP2B2/KCNH1/HCN1/NIPAL4/GRIN2A/SLC18A1/KCNH3/KCNQ4/SLC17A8/SLC6A2/SLC1A1/CALHM1/ATP1A4/SLC6A14/SLC13A2/CACNG6/TRPM3/ATP12A/SLC5A7/KCNA4",69
"GO:0004867","MF","GO:0004867","serine-type endopeptidase inhibitor activity","26/1247","92/18369",2.38667578642237e-10,3.0217058452002e-08,2.51940039203769e-08,"SERPINA6/SERPINA3/SERPINA5/SERPINA11/SERPINA4/TFPI2/SERPINB5/SERPINA12/SERPINA10/SERPINB7/SERPINB2/SERPINA1/SERPINI1/SERPINB13/SPINK4/SERPINB4/COL28A1/WFDC2/SERPINA9/ITIH2/WFIKKN2/SERPINB3/PCSK1N/PZP/SPINK1/HMSD",26
"GO:0030414","MF","GO:0030414","peptidase inhibitor activity","38/1247","180/18369",2.72230797975558e-10,3.0217058452002e-08,2.51940039203769e-08,"SERPINA6/CST9/SERPINA3/PI15/CST5/SERPINA5/SERPINA11/CST9L/TIMP4/SERPINA4/TFPI2/SERPINB5/SERPINA12/SMR3B/CST2/SERPINA10/SERPINB7/SERPINB2/SERPINA1/SERPINI1/SPOCK3/SERPINB13/SPINK4/SERPINB4/COL28A1/VIL1/WFDC2/SERPINA9/ITIH2/PI16/WFIKKN2/SERPINB3/PCSK1N/MT3/PZP/SPINK1/HMSD/CST11",38
"GO:0048018","MF","GO:0048018","receptor ligand activity","73/1247","497/18369",2.99178796554475e-10,3.0217058452002e-08,2.51940039203769e-08,"STC2/MIA/TRH/RLN2/GDF5/PYY/FGF10/FGF2/WNT3/CGA/SEMA3B/EDN3/NDP/SEMA6A/BDNF/WNT4/CHGB/ARTN/IL24/WNT11/LEFTY2/ENHO/CMTM5/PTN/CARTPT/TFF1/CMTM7/SEMA3G/FGF9/LEP/TSLP/NTF4/IL17B/CCL14/ADCYAP1/FNDC5/IL20/BMP2/RLN1/NTS/CXCL5/IGF2/APOA1/BMP5/AREG/IL34/ADIPOQ/CTSG/NRTN/NTF3/SEMA6D/ANGPTL8/CXCL14/THBS4/GDF1/GDF9/IL19/PROK1/CXCL2/CGB7/GDF10/GHRH/FGF19/NPPC/NPY/EPHA7/INS-IGF2/CCL16/FGF17/IFNE/CALCA/FGF20/FGF21",73
"GO:0004866","MF","GO:0004866","endopeptidase inhibitor activity","36/1247","173/18369",1.21281669086312e-09,1.10245037199458e-07,9.19187386759417e-08,"SERPINA6/CST9/SERPINA3/CST5/SERPINA5/SERPINA11/CST9L/TIMP4/SERPINA4/TFPI2/SERPINB5/SERPINA12/SMR3B/CST2/SERPINA10/SERPINB7/SERPINB2/SERPINA1/SERPINI1/SPOCK3/SERPINB13/SPINK4/SERPINB4/COL28A1/VIL1/WFDC2/SERPINA9/ITIH2/WFIKKN2/SERPINB3/PCSK1N/MT3/PZP/SPINK1/HMSD/CST11",36
"GO:0004252","MF","GO:0004252","serine-type endopeptidase activity","35/1247","170/18369",2.76786832269059e-09,2.28726573211431e-07,1.90704803094471e-07,"TPSG1/PCSK6/PRSS12/PCSK1/AZU1/PLAT/KLK6/TMPRSS5/KLK14/KLK8/KLK5/PRTN3/TMPRSS3/PRSS33/PRSS50/TMPRSS6/MMP7/PRSS21/KLK10/KLK13/KLK11/KLK7/HPN/CFD/CTSG/PRSS1/CMA1/OVCH2/PRSS3/ELANE/TPSD1/MASP1/KLK12/TMPRSS12/KLK3",35
"GO:0061135","MF","GO:0061135","endopeptidase regulator activity","36/1247","187/18369",1.08177159750735e-08,8.19441985111814e-07,6.83224166846745e-07,"SERPINA6/CST9/SERPINA3/CST5/SERPINA5/SERPINA11/CST9L/TIMP4/SERPINA4/TFPI2/SERPINB5/SERPINA12/SMR3B/CST2/SERPINA10/SERPINB7/SERPINB2/SERPINA1/SERPINI1/SPOCK3/SERPINB13/SPINK4/SERPINB4/COL28A1/VIL1/WFDC2/SERPINA9/ITIH2/WFIKKN2/SERPINB3/PCSK1N/MT3/PZP/SPINK1/HMSD/CST11",36
"GO:0022843","MF","GO:0022843","voltage-gated monoatomic cation channel activity","30/1247","140/18369",1.41351402838716e-08,9.6968669128731e-07,8.08493333017038e-07,"KCNC2/KCNE4/KCNF1/KCNJ16/CACNB2/KCNJ3/KCNH8/CACNA1F/CACHD1/KCNQ3/CACNA2D3/SCN2B/KCNIP2/KCNQ5/KCNC1/SCN5A/KCNK2/CACNA1G/KCND3/KCNE1/KCNK3/KCNB2/CACNA2D2/SCN7A/KCNH1/HCN1/KCNH3/CALHM1/CACNG6/KCNA4",30
"GO:0005261","MF","GO:0005261","monoatomic cation channel activity","51/1247","324/18369",1.49346685126758e-08,9.6968669128731e-07,8.08493333017038e-07,"KCNC2/KCNE4/KCNF1/KCNK15/KCNJ16/CACNB2/TRPM6/SCN4B/KCNJ3/KCNH8/KCNK5/CACNA1F/CHRNA9/CACHD1/GRIK1/GRIK3/KCNQ3/CACNA2D3/SCNN1G/TRPA1/UNC80/RYR3/SCN2B/KCNIP2/GPM6A/SCNN1D/KCNQ5/KCNC1/SCN5A/KCNK2/CACNA1G/KCND3/KCNE1/KCNK3/KCNIP1/CHRNB2/KCNB2/CACNA2D2/GRIN2C/TRPM8/GRIK4/SCN7A/KCNH1/HCN1/GRIN2A/KCNH3/KCNQ4/CALHM1/CACNG6/TRPM3/KCNA4",51
"GO:0008236","MF","GO:0008236","serine-type peptidase activity","36/1247","190/18369",1.67153701261831e-08,1.0129514296467e-06,8.44566069533465e-07,"TPSG1/PCSK6/PRSS12/PCSK1/AZU1/PLAT/KLK6/TMPRSS5/KLK14/KLK8/KLK5/PRTN3/TMPRSS3/PRSS33/PRSS50/TMPRSS6/MMP7/PRSS21/KLK10/KLK13/KLK11/KLK7/HPN/CFD/CTSG/PRSS1/CMA1/OVCH2/PRSS3/ELANE/TPSD1/MASP1/DPP6/KLK12/TMPRSS12/KLK3",36
"GO:0017171","MF","GO:0017171","serine hydrolase activity","36/1247","194/18369",2.93560459410594e-08,1.6089460160148e-06,1.34148703784455e-06,"TPSG1/PCSK6/PRSS12/PCSK1/AZU1/PLAT/KLK6/TMPRSS5/KLK14/KLK8/KLK5/PRTN3/TMPRSS3/PRSS33/PRSS50/TMPRSS6/MMP7/PRSS21/KLK10/KLK13/KLK11/KLK7/HPN/CFD/CTSG/PRSS1/CMA1/OVCH2/PRSS3/ELANE/TPSD1/MASP1/DPP6/KLK12/TMPRSS12/KLK3",36
"GO:0005267","MF","GO:0005267","potassium channel activity","27/1247","121/18369",3.00902995294298e-08,1.6089460160148e-06,1.34148703784455e-06,"KCNC2/KCNE4/KCNF1/KCNK15/KCNJ16/KCNJ3/KCNH8/KCNK5/GRIK1/GRIK3/KCNQ3/SCN2B/KCNIP2/KCNQ5/KCNC1/KCNK2/KCND3/KCNE1/KCNK3/KCNIP1/KCNB2/GRIK4/KCNH1/HCN1/KCNH3/KCNQ4/KCNA4",27
"GO:0005244","MF","GO:0005244","voltage-gated monoatomic ion channel activity","35/1247","189/18369",4.8060777159898e-08,2.29932875991301e-06,1.91710579252779e-06,"KCNC2/CLIC6/KCNE4/KCNF1/KCNJ16/CACNB2/SCN4B/KCNJ3/KCNH8/CACNA1F/CACHD1/KCNQ3/CACNA2D3/SCN2B/KCNIP2/KCNQ5/KCNC1/SCN5A/KCNK2/CACNA1G/KCND3/KCNE1/KCNK3/KCNIP1/KCNB2/CACNA2D2/GRIN2C/SCN7A/KCNH1/HCN1/GRIN2A/KCNH3/CALHM1/CACNG6/KCNA4",35
"GO:0022832","MF","GO:0022832","voltage-gated channel activity","35/1247","189/18369",4.8060777159898e-08,2.29932875991301e-06,1.91710579252779e-06,"KCNC2/CLIC6/KCNE4/KCNF1/KCNJ16/CACNB2/SCN4B/KCNJ3/KCNH8/CACNA1F/CACHD1/KCNQ3/CACNA2D3/SCN2B/KCNIP2/KCNQ5/KCNC1/SCN5A/KCNK2/CACNA1G/KCND3/KCNE1/KCNK3/KCNIP1/KCNB2/CACNA2D2/GRIN2C/SCN7A/KCNH1/HCN1/GRIN2A/KCNH3/CALHM1/CACNG6/KCNA4",35
"GO:0008528","MF","GO:0008528","G protein-coupled peptide receptor activity","29/1247","142/18369",7.50445560738769e-08,3.41077507355771e-06,2.84379370385218e-06,"NPY1R/NPY5R/AGTR1/RAMP1/GRPR/SORCS1/OPRL1/GPR139/GPR37L1/RAMP3/CX3CR1/NPY6R/SORCS3/CCKBR/KISS1R/VIPR2/NPY2R/QRFPR/GLP1R/CRHR1/NMUR1/NLRP6/GPR17/TACR1/CCKAR/NTSR2/MAS1L/OPRK1/PROKR2",29
"GO:0061134","MF","GO:0061134","peptidase regulator activity","39/1247","230/18369",1.00330751473245e-07,4.34288824234187e-06,3.62095945166597e-06,"SERPINA6/CST9/SERPINA3/PI15/CST5/SERPINA5/SERPINA11/CST9L/TIMP4/SERPINA4/TFPI2/SERPINB5/PCOLCE2/SERPINA12/SMR3B/CST2/SERPINA10/SERPINB7/SERPINB2/SERPINA1/SERPINI1/SPOCK3/SERPINB13/SPINK4/SERPINB4/COL28A1/VIL1/WFDC2/SERPINA9/ITIH2/PI16/WFIKKN2/SERPINB3/PCSK1N/MT3/PZP/SPINK1/HMSD/CST11",39
"GO:0030594","MF","GO:0030594","neurotransmitter receptor activity","23/1247","98/18369",1.17581746396559e-07,4.85826397611236e-06,4.05066303375705e-06,"GRIA2/GABRP/GRIA1/GLRA3/GLRB/CHRM3/CHRNA9/GRIK1/GRIK3/HTR2A/CHRNB2/GRIN2C/GRIK4/GABRA5/GRIN2A/ADRB1/GABRR1/DRD2/HTR1E/GABRB1/GABRG1/GABRA4/GABRA1",23
"GO:0005539","MF","GO:0005539","glycosaminoglycan binding","39/1247","232/18369",1.27086208622159e-07,5.022667984241e-06,4.18773776695445e-06,"PCSK6/FGF10/SERPINA5/SFRP1/FGF2/FGFR2/AZU1/FBLN7/BCAN/TGFBR3/PGLYRP2/SLIT1/LGR6/NCAN/PTN/PCOLCE2/FGF9/ADAMTS15/SMOC2/ADAMTS8/SERPINA10/HAPLN4/CTSG/PRELP/SAA1/THBS4/SPOCK3/LPL/ELANE/VTN/FGFBP1/RNASE7/HAPLN2/HAPLN1/ITIH2/RSPO1/RSPO4/SMOC1/LRTM2",39
"GO:0001653","MF","GO:0001653","peptide receptor activity","29/1247","148/18369",1.91752491377586e-07,7.26262561092606e-06,6.05534183297639e-06,"NPY1R/NPY5R/AGTR1/RAMP1/GRPR/SORCS1/OPRL1/GPR139/GPR37L1/RAMP3/CX3CR1/NPY6R/SORCS3/CCKBR/KISS1R/VIPR2/NPY2R/QRFPR/GLP1R/CRHR1/NMUR1/NLRP6/GPR17/TACR1/CCKAR/NTSR2/MAS1L/OPRK1/PROKR2",29
"GO:0015079","MF","GO:0015079","potassium ion transmembrane transporter activity","30/1247","157/18369",2.11291680547604e-07,7.68256550471087e-06,6.40547410502209e-06,"KCNC2/KCNE4/KCNF1/KCNK15/KCNJ16/KCNJ3/KCNH8/KCNK5/GRIK1/GRIK3/KCNQ3/ATP1A2/SCN2B/KCNIP2/KCNQ5/KCNC1/KCNK2/KCND3/KCNE1/KCNK3/KCNIP1/KCNB2/GRIK4/KCNH1/HCN1/KCNH3/KCNQ4/ATP1A4/ATP12A/KCNA4",30
"GO:0015108","MF","GO:0015108","chloride transmembrane transporter activity","23/1247","107/18369",6.34818586712869e-07,2.21942344354615e-05,1.85048332968934e-05,"CLIC6/GLRA3/TTYH1/GLRB/ANO9/SLC26A5/CLCA4/FXYD1/SLC4A10/OCA2/SLC6A4/ANO4/GABRA5/ANO2/SLC18A1/SLC26A9/SLC17A8/SLC6A2/SLC1A1/GABRB1/GABRG1/GABRA4/GABRA1",23
"GO:0008201","MF","GO:0008201","heparin binding","30/1247","168/18369",9.59174620653087e-07,3.22922122286539e-05,2.69241998779814e-05,"PCSK6/FGF10/SERPINA5/SFRP1/FGF2/FGFR2/AZU1/FBLN7/TGFBR3/SLIT1/LGR6/PTN/PCOLCE2/FGF9/ADAMTS15/SMOC2/ADAMTS8/SERPINA10/CTSG/PRELP/SAA1/THBS4/LPL/ELANE/VTN/FGFBP1/RSPO1/RSPO4/SMOC1/LRTM2",30
"GO:0005249","MF","GO:0005249","voltage-gated potassium channel activity","20/1247","88/18369",1.33792014221994e-06,4.3434621759926e-05,3.6214379789412e-05,"KCNC2/KCNE4/KCNF1/KCNJ16/KCNJ3/KCNH8/KCNQ3/SCN2B/KCNIP2/KCNQ5/KCNC1/KCNK2/KCND3/KCNE1/KCNK3/KCNB2/KCNH1/HCN1/KCNH3/KCNA4",20
"GO:0008188","MF","GO:0008188","neuropeptide receptor activity","14/1247","47/18369",1.67910699846069e-06,5.26313193655436e-05,4.3882288163038e-05,"NPY1R/NPY5R/GRPR/SORCS1/GPR139/NPY6R/SORCS3/KISS1R/NPY2R/QRFPR/NMUR1/TACR1/NTSR2/PROKR2",14
"GO:0022824","MF","GO:0022824","transmitter-gated monoatomic ion channel activity","15/1247","56/18369",3.17555572340863e-06,9.31154887928529e-05,7.76366764296846e-05,"GRIA2/GRIA1/GLRA3/CHRNA9/GRIK1/GRIK3/CHRNB2/GRIN2C/GRIK4/GABRA5/GRIN2A/GABRB1/GABRG1/GABRA4/GABRA1",15
"GO:0022835","MF","GO:0022835","transmitter-gated channel activity","15/1247","56/18369",3.17555572340863e-06,9.31154887928529e-05,7.76366764296846e-05,"GRIA2/GRIA1/GLRA3/CHRNA9/GRIK1/GRIK3/CHRNB2/GRIN2C/GRIK4/GABRA5/GRIN2A/GABRB1/GABRG1/GABRA4/GABRA1",15
"GO:0005200","MF","GO:0005200","structural constituent of cytoskeleton","22/1247","111/18369",4.59593590438073e-06,0.000130553304283815,0.000108851113524807,"TUBA3D/TUBA3E/GFAP/KRT14/SPTBN4/KRT31/KRT6B/KRT16/NEFH/SYNM/NEFL/TUBB2B/KRT5/ADD2/TUBAL3/KRT15/NEFM/TUBA3C/ANK1/TUBA4B/KRT6A/KRT9",22
"GO:0008066","MF","GO:0008066","glutamate receptor activity","10/1247","27/18369",5.81623650436405e-06,0.000160210878256574,0.000133578637420801,"GRIA2/GRIA1/GRIK1/GRIK3/GRIN2C/GRIK4/GRIN2A/GRM3/GRM7/GRM4",10
"GO:0005179","MF","GO:0005179","hormone activity","23/1247","122/18369",6.80147887424188e-06,0.00018183953813782,0.000151611912986197,"STC2/TRH/RLN2/PYY/CGA/EDN3/CHGB/ENHO/CARTPT/LEP/ADCYAP1/FNDC5/RLN1/NTS/IGF2/ADIPOQ/ANGPTL8/CGB7/GHRH/NPPC/NPY/INS-IGF2/CALCA",23
"GO:0005254","MF","GO:0005254","chloride channel activity","17/1247","74/18369",7.02484787652677e-06,0.000182445334850367,0.000152117006649602,"CLIC6/GLRA3/TTYH1/GLRB/ANO9/CLCA4/FXYD1/OCA2/ANO4/GABRA5/ANO2/SLC26A9/SLC17A8/GABRB1/GABRG1/GABRA4/GABRA1",17
"GO:0015276","MF","GO:0015276","ligand-gated monoatomic ion channel activity","25/1247","140/18369",7.52829181025296e-06,0.000182651837327946,0.000152289181722102,"GRIA2/GRIA1/GLRA3/KCNJ16/GLRB/KCNJ3/CHRNA9/GRIK1/GRIK3/SCNN1G/TRPA1/RYR3/SCNN1D/CHRNB2/GRIN2C/TRPM8/GRIK4/GABRA5/HCN1/GRIN2A/GABRR1/GABRB1/GABRG1/GABRA4/GABRA1",25
"GO:0022834","MF","GO:0022834","ligand-gated channel activity","25/1247","140/18369",7.52829181025296e-06,0.000182651837327946,0.000152289181722102,"GRIA2/GRIA1/GLRA3/KCNJ16/GLRB/KCNJ3/CHRNA9/GRIK1/GRIK3/SCNN1G/TRPA1/RYR3/SCNN1D/CHRNB2/GRIN2C/TRPM8/GRIK4/GABRA5/HCN1/GRIN2A/GABRR1/GABRB1/GABRG1/GABRA4/GABRA1",25
"GO:0005230","MF","GO:0005230","extracellular ligand-gated monoatomic ion channel activity","16/1247","67/18369",7.64994589226907e-06,0.000182651837327946,0.000152289181722102,"GRIA2/GRIA1/GLRA3/GLRB/CHRNA9/GRIK1/GRIK3/CHRNB2/GRIN2C/GRIK4/GABRA5/GRIN2A/GABRB1/GABRG1/GABRA4/GABRA1",16
"GO:0008509","MF","GO:0008509","monoatomic anion transmembrane transporter activity","23/1247","123/18369",7.83654747611652e-06,0.000182651837327946,0.000152289181722102,"CLIC6/GLRA3/TTYH1/GLRB/ANO9/SLC26A5/CLCA4/FXYD1/SLC4A10/OCA2/SLC6A4/ANO4/GABRA5/ANO2/SLC18A1/SLC26A9/SLC17A8/SLC6A2/SLC1A1/GABRB1/GABRG1/GABRA4/GABRA1",23
"GO:0015103","MF","GO:0015103","inorganic anion transmembrane transporter activity","25/1247","141/18369",8.57048057650794e-06,0.000194764171101143,0.000162388053028571,"CLIC6/GLRA3/TTYH1/GLRB/ANO9/SLC26A5/CLCA4/FXYD1/SLC4A10/ADAMTS8/OCA2/SLC6A4/ANO4/GABRA5/ANO2/SLC18A1/SLC26A9/SLC22A11/SLC17A8/SLC6A2/SLC1A1/GABRB1/GABRG1/GABRA4/GABRA1",25
"GO:1901681","MF","GO:1901681","sulfur compound binding","38/1247","269/18369",1.38268573850634e-05,0.000306551545439577,0.000255592742419658,"PCSK6/FGF10/ACBD4/SERPINA5/SFRP1/FGF2/FGFR2/AZU1/FBLN7/TGFBR3/SLIT1/LGR6/PTN/PCOLCE2/FGF9/ADAMTS15/SMOC2/PRMT8/ADAMTS8/SERPINA10/CTSG/HS3ST5/PRELP/SAA1/THBS4/LPL/ELANE/MUC2/VTN/FGFBP1/OGDHL/RSPO1/RSPO4/SMOC1/FGF20/LRTM2/TKTL2/FTMT",38
"GO:0004175","MF","GO:0004175","endopeptidase activity","53/1247","428/18369",1.58158430119931e-05,0.000342300030902421,0.000285398670893108,"TPSG1/PCSK6/PRSS12/PCSK1/SFRP1/AZU1/NRIP3/PLAT/ADAM32/KLK6/TMPRSS5/KLK14/KLK8/ASTL/KLK5/PRTN3/TMPRSS3/ADAM33/PRSS33/ADAMTS18/MAST4/ADAMTS15/PRSS50/TMPRSS6/MMP7/PRSS21/CLCA4/KLK10/ADAMTS8/KLK13/CAPN11/KLK11/KLK7/HPN/CFD/CTSG/PRSS1/CMA1/ADAM29/ADAM11/OVCH2/PRSS3/MMP20/ELANE/TPSD1/MASP1/MMP27/PAPPA2/KLK12/PGA3/TMPRSS12/ADAMTS20/KLK3",53
"GO:0005253","MF","GO:0005253","monoatomic anion channel activity","18/1247","87/18369",1.79307498496744e-05,0.000379047711938466,0.000316037696248851,"CLIC6/GLRA3/TTYH1/GLRB/ANO9/CLCA4/FXYD1/OCA2/ANO4/GABRA5/ANO2/SLC26A9/SLC17A8/SLC1A1/GABRB1/GABRG1/GABRA4/GABRA1",18
"GO:0008083","MF","GO:0008083","growth factor activity","26/1247","160/18369",2.8237958635671e-05,0.000583370554541475,0.000486395459753184,"MIA/GDF5/FGF10/FGF2/BDNF/ARTN/LEFTY2/PTN/TFF1/FGF9/NTF4/BMP2/IGF2/BMP5/IL34/NRTN/NTF3/THBS4/GDF1/GDF9/PROK1/GDF10/FGF19/FGF17/FGF20/FGF21",26
"GO:0016917","MF","GO:0016917","GABA receptor activity","8/1247","22/18369",5.96836215395677e-05,0.00120560915509927,0.00100519783645588,"GABRP/GABRA5/GABRR1/GABRB1/GABRG1/GABBR2/GABRA4/GABRA1",8
"GO:0005003","MF","GO:0005003","ephrin receptor activity","7/1247","18/18369",0.000106879979196358,0.00206710427849978,0.00172348454695136,"NTRK3/EPHB1/EFNB3/EPHA3/EPHA6/EPHA8/EPHA7",7
"GO:0008391","MF","GO:0008391","arachidonic acid monooxygenase activity","7/1247","18/18369",0.000106879979196358,0.00206710427849978,0.00172348454695136,"CYP2A6/CYP2A7/CYP2B6/CYP2C8/CYP2A13/CYP1A1/CYP4F2",7
"GO:0015081","MF","GO:0015081","sodium ion transmembrane transporter activity","24/1247","155/18369",0.000123457008235616,0.00233796709346197,0.00194932118266762,"SLC6A15/SCN4B/GRIK1/GRIK3/SCNN1G/SLC1A2/ATP1A2/SCN2B/SLC4A10/SCNN1D/SCN5A/SLC6A4/GRIK4/SLC13A5/HCN1/SLC18A1/SLC17A8/SLC6A2/SLC1A1/ATP1A4/SLC6A14/SLC13A2/ATP12A/SLC5A7",24
"GO:0099529","MF","GO:0099529","neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential","10/1247","37/18369",0.000128623613304008,0.00238609927537435,0.00198945223585147,"GRIA2/GRIA1/CHRNA9/GRIK1/GRIK3/CHRNB2/GRIN2C/GRIK4/GRIN2A/ADRB1",10
"GO:0098960","MF","GO:0098960","postsynaptic neurotransmitter receptor activity","12/1247","52/18369",0.000147743349147953,0.00268218431135942,0.00223631834193594,"GRIA2/GRIA1/CHRM3/CHRNA9/GRIK1/GRIK3/CHRNB2/GRIN2C/GRIK4/GRIN2A/ADRB1/DRD2",12
"GO:0005201","MF","GO:0005201","extracellular matrix structural constituent","25/1247","167/18369",0.000156159258326458,0.00268218431135942,0.00223631834193594,"COL2A1/THSD4/LAMA3/COL27A1/TFPI2/ELN/MGP/COL17A1/COL9A3/HAPLN4/ADIPOQ/COL14A1/COL9A1/MMRN1/MFGE8/PRELP/COL22A1/VTN/CHI3L1/FBN3/EMILIN3/COL28A1/HAPLN1/COL4A6/ZP4",25
"GO:0004890","MF","GO:0004890","GABA-A receptor activity","7/1247","19/18369",0.000159337681862936,0.00268218431135942,0.00223631834193594,"GABRP/GABRA5/GABRR1/GABRB1/GABRG1/GABRA4/GABRA1",7
"GO:0004970","MF","GO:0004970","ionotropic glutamate receptor activity","7/1247","19/18369",0.000159337681862936,0.00268218431135942,0.00223631834193594,"GRIA2/GRIA1/GRIK1/GRIK3/GRIN2C/GRIK4/GRIN2A",7
"GO:0099095","MF","GO:0099095","ligand-gated monoatomic anion channel activity","7/1247","19/18369",0.000159337681862936,0.00268218431135942,0.00223631834193594,"GLRA3/GLRB/GABRA5/GABRB1/GABRG1/GABRA4/GABRA1",7
"GO:0019199","MF","GO:0019199","transmembrane receptor protein kinase activity","15/1247","77/18369",0.000179480941755311,0.00296633047373778,0.00247323020217845,"IGF1R/NTRK3/NTRK2/BMPR1B/FGFR2/TGFBR3/EPHB1/EFNB3/EPHA3/FGFR3/EPHA6/EPHA8/SOSTDC1/ERBB4/EPHA7",15
"GO:0004857","MF","GO:0004857","enzyme inhibitor activity","43/1247","359/18369",0.000205179882447668,0.00333050916330232,0.00277687058951731,"SERPINA6/CST9/SERPINA3/PI15/CST5/SERPINA5/SERPINA11/CST9L/MYOZ1/TIMP4/PTN/SERPINA4/TFPI2/SERPINB5/SERPINA12/SMR3B/CST2/SERPINA10/SERPINB7/SERPINB2/SERPINA1/SERPINI1/SPOCK3/TESC/SERPINB13/SPINK4/GRM7/SERPINB4/COL28A1/VIL1/WFDC2/SERPINA9/ITIH2/PI16/WFIKKN2/SERPINB3/PCSK1N/MT3/PZP/SPINK1/PPP1R1C/HMSD/CST11",43
"GO:0018455","MF","GO:0018455","alcohol dehydrogenase [NAD(P)+] activity","5/1247","10/18369",0.000270098271757581,0.00430135755866193,0.00358633251373584,"ADH1A/ADH1B/ADH4/ADH6/ADH7",5
"GO:0004089","MF","GO:0004089","carbonate dehydratase activity","6/1247","15/18369",0.000283917990670754,0.00430135755866193,0.00358633251373584,"CA3/CA6/CA14/CA12/CA2/CA4",6
"GO:0005005","MF","GO:0005005","transmembrane-ephrin receptor activity","6/1247","15/18369",0.000283917990670754,0.00430135755866193,0.00358633251373584,"EPHB1/EFNB3/EPHA3/EPHA6/EPHA8/EPHA7",6
"GO:0005237","MF","GO:0005237","inhibitory extracellular ligand-gated monoatomic ion channel activity","6/1247","15/18369",0.000283917990670754,0.00430135755866193,0.00358633251373584,"GLRA3/GLRB/GABRA5/GABRG1/GABRA4/GABRA1",6
